"","Regional District","Year","Gender","<1","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90+","Total"
"53000","Fraser-Fort George","2005","M","544","2156","3172","3653","3770","3663","3004","3238","3542","4290","4092","3846","3155","2319","1539","1198","731","388","165","49","48514"
"53000","Fraser-Fort George","2005","F","510","2100","2935","3401","3448","3525","3023","3355","3504","4097","4012","3694","2976","2027","1331","1110","763","554","276","104","46745"
"53000","Fraser-Fort George","2006","M","569","2224","3019","3474","3780","3502","2973","3164","3470","4027","4088","3873","3305","2354","1605","1222","791","403","176","66","48085"
"53000","Fraser-Fort George","2006","F","499","2099","2851","3223","3437","3475","2984","3164","3434","3937","4025","3713","3081","2124","1423","1135","813","538","325","130","46410"
"53000","Fraser-Fort George","2007","M","593","2250","2898","3418","3732","3375","2999","3064","3471","3765","4109","3953","3339","2497","1686","1188","839","463","189","70","47898"
"53000","Fraser-Fort George","2007","F","500","2109","2693","3124","3397","3300","3030","3054","3394","3787","4019","3847","3054","2329","1539","1108","884","534","339","141","46182"
"53000","Fraser-Fort George","2008","M","580","2310","2846","3302","3624","3414","3027","2987","3395","3610","4102","3953","3386","2595","1760","1211","879","456","211","81","47729"
"53000","Fraser-Fort George","2008","F","573","2082","2654","3045","3310","3237","3145","3055","3367","3582","3979","3837","3094","2442","1601","1148","898","567","357","151","46124"
"53000","Fraser-Fort George","2009","M","609","2330","2719","3194","3647","3348","3073","2975","3347","3494","3970","3903","3496","2675","1880","1258","898","464","229","74","47583"
"53000","Fraser-Fort George","2009","F","556","2123","2549","2968","3253","3224","3174","3047","3292","3385","3981","3775","3210","2576","1713","1160","897","583","366","162","45994"
"53000","Fraser-Fort George","2010","M","569","2325","2698","3044","3618","3474","3224","2952","3233","3369","3936","3836","3539","2781","1980","1322","932","508","228","111","47679"
"53000","Fraser-Fort George","2010","F","558","2136","2519","2834","3205","3198","3305","2989","3255","3261","3929","3729","3309","2643","1842","1229","914","627","369","174","46025"
"53000","Fraser-Fort George","2011","M","547","2332","2741","2888","3639","3413","3245","3072","3155","3422","3732","3935","3618","2909","2082","1380","971","581","236","102","48000"
"53000","Fraser-Fort George","2011","F","522","2115","2465","2741","3121","3269","3224","3034","3110","3323","3752","3745","3344","2692","1911","1330","948","644","380","217","45887"
"53000","Fraser-Fort George","2012","M","532","2257","2783","2732","3575","3492","3287","3028","3083","3398","3573","3886","3566","2926","2218","1418","962","614","272","136","47738"
"53000","Fraser-Fort George","2012","F","526","2069","2463","2580","3065","3312","3246","3039","3037","3278","3550","3747","3404","2657","2051","1389","945","695","389","277","45719"
"53000","Fraser-Fort George","2013","M","543","2242","2792","2642","3449","3522","3358","3080","2962","3369","3461","3920","3574","2965","2332","1491","1012","656","285","137","47792"
"53000","Fraser-Fort George","2013","F","550","2004","2493","2522","3022","3321","3203","3164","2975","3267","3400","3744","3474","2739","2188","1439","1006","726","407","285","45929"
"53000","Fraser-Fort George","2014","M","462","2215","2799","2568","3376","3581","3316","3099","2969","3288","3363","3843","3587","2998","2369","1580","1014","674","314","149","47564"
"53000","Fraser-Fort George","2014","F","539","2010","2525","2478","2966","3284","3136","3199","2920","3209","3209","3736","3421","2814","2285","1530","1014","741","418","302","45736"
"53000","Fraser-Fort George","2015","M","510","2159","2770","2491","3132","3516","3194","3085","2847","3122","3184","3766","3542","2971","2408","1657","1044","666","359","156","46579"
"53000","Fraser-Fort George","2015","F","531","1971","2495","2460","2829","3120","2958","3145","2854","3040","3017","3619","3374","2849","2328","1601","1067","743","431","288","44720"
"55000","Peace River","1986","M","524","2215","2566","2289","2326","2664","3012","2658","2232","1699","1387","1247","1071","793","485","374","228","170","66","19","28025"
"55000","Peace River","1986","F","501","2070","2357","2231","2267","2457","2868","2514","1964","1516","1203","1045","828","681","524","380","251","139","95","26","25917"
"55000","Peace River","1987","M","492","2142","2550","2263","2280","2550","2956","2714","2162","1726","1381","1231","1050","814","518","381","258","152","66","30","27716"
"55000","Peace River","1987","F","480","2016","2337","2176","2172","2273","2802","2550","1926","1580","1214","1077","859","652","560","397","247","165","90","37","25610"
"55000","Peace River","1988","M","449","2058","2502","2215","2190","2253","2830","2744","2198","1794","1404","1255","1078","857","534","381","261","161","86","34","27284"
"55000","Peace River","1988","F","448","1955","2296","2113","2078","2157","2748","2503","1940","1598","1213","1070","874","647","592","394","271","190","79","42","25208"
"55000","Peace River","1989","M","477","1991","2520","2257","2152","2204","2794","2801","2301","1892","1451","1227","1132","877","584","380","257","166","91","34","27588"
"55000","Peace River","1989","F","451","1908","2334","2098","2073","2089","2656","2610","2032","1657","1298","1070","914","684","560","420","294","191","93","43","25475"
"55000","Peace River","1990","M","498","2015","2546","2294","2174","2154","2745","2823","2366","1964","1516","1237","1128","920","594","392","280","182","82","31","27941"
"55000","Peace River","1990","F","472","1886","2391","2127","2078","2057","2623","2632","2119","1737","1342","1071","911","702","556","418","320","198","100","45","25785"
"55000","Peace River","1991","M","513","2046","2653","2350","2157","2142","2734","2887","2449","2020","1586","1262","1163","937","631","420","280","183","101","35","28549"
"55000","Peace River","1991","F","510","1941","2446","2156","2066","2064","2494","2667","2252","1812","1375","1104","946","726","574","450","329","215","88","46","26261"
"55000","Peace River","1992","M","481","2070","2611","2385","2115","2156","2557","2893","2559","2009","1627","1276","1166","910","685","423","262","182","92","37","28496"
"55000","Peace River","1992","F","464","1987","2432","2178","1989","1964","2368","2668","2324","1798","1485","1143","984","751","559","484","352","205","118","60","26313"
"55000","Peace River","1993","M","471","2075","2554","2425","2140","2161","2429","2891","2638","2075","1673","1319","1154","924","703","444","258","170","101","47","28652"
"55000","Peace River","1993","F","503","1964","2446","2223","1968","1949","2267","2665","2346","1875","1563","1157","1010","787","563","522","327","218","122","62","26537"
"55000","Peace River","1994","M","492","2025","2583","2461","2215","2120","2404","2888","2719","2155","1771","1342","1116","958","736","463","274","161","95","47","29025"
"55000","Peace River","1994","F","481","1981","2466","2280","1959","1988","2214","2665","2455","1930","1617","1225","1003","813","604","499","339","221","134","67","26941"
"55000","Peace River","1995","M","498","2027","2605","2502","2305","2116","2401","2868","2803","2301","1838","1422","1091","975","754","482","277","182","94","44","29585"
"55000","Peace River","1995","F","434","2015","2455","2371","2036","1996","2206","2720","2513","2056","1672","1293","1008","837","638","499","346","249","127","62","27533"
"55000","Peace River","1996","M","487","2055","2562","2628","2393","2174","2429","2861","2873","2430","1899","1500","1115","1051","766","495","300","162","98","35","30313"
"55000","Peace River","1996","F","477","1991","2545","2402","2189","2062","2299","2662","2637","2197","1775","1333","1029","869","669","506","361","256","136","52","28447"
"55000","Peace River","1997","M","430","1988","2569","2583","2394","2097","2294","2669","2911","2535","1924","1550","1160","1061","771","542","319","158","97","39","30091"
"55000","Peace River","1997","F","410","1953","2508","2425","2151","1993","2232","2530","2669","2255","1729","1449","1038","889","698","486","407","257","120","62","28261"
"55000","Peace River","1998","M","441","1903","2549","2505","2417","2113","2233","2441","2850","2567","1980","1576","1205","1011","778","563","330","168","87","45","29762"
"55000","Peace River","1998","F","396","1830","2538","2442","2109","1984","2128","2383","2649","2250","1783","1496","1049","899","707","504","438","235","145","58","28023"
"55000","Peace River","1999","M","418","1811","2502","2494","2394","2104","2147","2316","2771","2575","2045","1676","1242","1013","817","545","360","176","79","43","29528"
"55000","Peace River","1999","F","380","1719","2465","2396","2189","1923","2099","2256","2598","2360","1825","1510","1135","878","726","522","440","251","147","58","27877"
"55000","Peace River","2000","M","390","1739","2403","2462","2419","2062","2109","2197","2683","2552","2111","1749","1302","1012","808","549","383","170","91","37","29228"
"55000","Peace River","2000","F","406","1622","2365","2323","2238","1846","1982","2121","2594","2384","1889","1565","1215","887","736","524","429","260","173","61","27620"
"55000","Peace River","2001","M","372","1701","2306","2353","2494","2028","2110","2122","2561","2493","2149","1741","1315","998","824","575","377","186","91","44","28840"
"55000","Peace River","2001","F","397","1591","2261","2300","2174","1831","1977","2066","2400","2367","1946","1611","1199","895","759","544","423","292","160","86","27279"
"55000","Peace River","2002","M","378","1636","2222","2369","2481","2145","1995","2149","2395","2516","2224","1764","1366","1020","868","630","412","205","83","49","28907"
"55000","Peace River","2002","F","362","1569","2186","2296","2204","1859","1892","2051","2294","2388","2049","1580","1305","923","823","572","416","314","145","73","27301"
"55000","Peace River","2003","M","397","1553","2185","2353","2369","2267","1909","2105","2226","2542","2268","1778","1416","1094","890","638","432","217","82","35","28756"
"55000","Peace River","2003","F","410","1545","2073","2276","2124","1891","1826","1985","2136","2375","2062","1640","1374","924","858","610","432","341","134","78","27094"
"55000","Peace River","2004","M","399","1640","2223","2371","2429","2457","2124","2160","2266","2633","2387","1890","1578","1174","897","674","436","247","91","27","30103"
"55000","Peace River","2004","F","407","1648","2068","2342","2220","2155","1886","2022","2180","2423","2240","1745","1442","1061","819","664","457","331","143","69","28322"
"55000","Peace River","2005","M","425","1651","2144","2314","2410","2512","2219","2121","2167","2625","2412","1943","1623","1243","897","697","453","263","96","23","30238"
"55000","Peace River","2005","F","401","1632","2063","2279","2126","2139","1938","1982","2088","2429","2260","1821","1518","1112","825","690","464","340","159","61","28327"
"55000","Peace River","2006","M","422","1721","2111","2254","2355","2623","2308","2098","2192","2576","2450","2056","1670","1283","947","704","459","272","106","41","30648"
"55000","Peace River","2006","F","381","1646","1983","2259","2215","2156","2030","1958","2085","2329","2317","1931","1597","1132","804","706","479","351","181","72","28612"
"55000","Peace River","2007","M","477","1710","2079","2284","2252","2613","2428","2088","2198","2379","2504","2187","1680","1273","906","696","475","295","112","41","30677"
"55000","Peace River","2007","F","426","1690","1948","2222","2177","2166","2094","1929","2026","2250","2335","2024","1538","1254","810","742","509","333","211","70","28754"
"55000","Peace River","2008","M","510","1707","2058","2295","2181","2545","2537","2139","2139","2292","2499","2207","1738","1302","936","705","479","297","119","46","30731"
"55000","Peace River","2008","F","456","1697","1965","2104","2206","2202","2155","1984","1994","2134","2354","2013","1587","1293","827","742","512","337","225","69","28856"
"55000","Peace River","2009","M","511","1803","1998","2216","2201","2521","2634","2254","2080","2184","2522","2252","1810","1401","974","688","496","278","138","48","31009"
